class_index,review_text
2,Personally
2,horror genre
4,there is a great deal of fun .
2,a long workout
3,between two gifted performers
3,some of the dramatic conviction that underlies the best of comedies
2,threw medical equipment
2,WWII
1,It 's rare that a movie can be as intelligent as this one is in every regard except its storyline ; everything that 's good is ultimately scuttled by a plot that 's just too boring and obvious
2,twinkly-eyed close-ups and
4,brilliantly constructed work
2,into something
2,exists only
3,83 minute
2,of Gator-bashing
2,Chick cartoon tracts
2,the Cotswolds
2,from floating away
2,#NOM?
2,by James Spader and Maggie Gyllenhaal
2,faced and
2,the opening scenes
1,has done too much
2,for decades
2,walking
0,has already reached its expiration date
3,genuinely moving
2,Copenhagen neighborhood
3,treasure chest
3,eat the whole thing up
1,described as a ghost story gone badly awry .
2,of the players
2,that HIV\/AIDS is far from being yesterday 's news
2,beings
1,The dialogue is very choppy and monosyllabic despite the fact that it is being dubbed .
1,is a gory slash-fest
2,Although the film boils down to a lightweight story about matchmaking
2,the corporate stand-up-comedy mill
0,do n't get paid enough to sit through crap like this .
2,Donovan ...
2,irreverent
3,for great cinema
1,a pretentious and ultimately empty examination of a sick and evil woman .
1,loses all bite on the big screen
2,is so pedestrian
1,distorts reality for people who make movies and watch them
3,beautifully costumed
2,some of those
3,quibble with a flick boasting this many genuine cackles
3,A sly dissection
1,in the worst sense of the expression
2,some -LRB- out-of-field -RRB-
4,distinguished and thoughtful film
3,'ll cheer .
1,than sketches ... which leaves any true emotional connection or identification frustratingly out of reach
1,A ` Girls Gone Wild ' video
2,of watching this 65-minute trifle
0,pull his head out of his butt
2,Charles
2,myopic mystery
2,get this thing
2,are just too many characters saying too many clever things and getting into too many pointless situations .
0,'s nothing remotely triumphant about this motion picture .
3,Candid
3,powerful and reasonably fulfilling gestalt
2,in all its forms
3,the film has in Kieran Culkin a pitch-perfect Holden .
2,89
2,a two-way time-switching myopic mystery
0,a failure as straight drama
2,here and there
2,lowbrow outing
2,little puddle
2,vehicle
2,There 's much tongue in cheek in the film and
2,Fairies
2,any shivers
2,than people
3,delivered in grand passion by the members of the various households
2,underwater ghost stories
2,exploring motivation
2,than the first one
0,An uneven look into a grim future that does n't come close to the level of intelligence and visual splendour that can be seen in other films
2,is easier to swallow than Julie Taymor 's preposterous Titus
3,idealism
1,without any more substance ...
2,the Bermuda Triangle
3,possibly will enjoy it
2,the two-drink-minimum crowd
3,enjoyed it just
1,'s extremely hard to relate to any of the characters
3,with humour and lightness
0,should scare any sane person away
2,ca n't tear himself away from the characters
2,brought something fresher to the proceedings simply by accident
2,works on the whodunit level as its larger themes
1,is about as humorous as watching your favorite pet get buried alive .
2,diction
2,Cassavetes
1,is broken by frequent outbursts of violence and noise .
2,know something terrible is going to happen .
3,the love of family
1,'s got to be a more graceful way of portraying the devastation of this disease
1,bland Hollywood romance
1,if it had just gone that one step further
2,physical and psychological barriers keep the sides from speaking even one word to each other
2,more important
1,it 's also not very good .
2,girl-on-girl
2,Boyz
2,let
4,Promises is one film that 's truly deserving of its Oscar nomination .
1,is supposed to be madcap farce .
2,no substitute
2,of Carmen
2,exalts
0,had to sit through it again
1,not enough fizz
2,A bit too derivative to stand on its own as the psychological thriller it purports to be .
0,bad behavior
3,capturing the innocence and idealism of that first encounter
3,the funniest and most accurate depiction of writer
2,underscore the action
0,being cast in action films when none of them are ever any good
2,the sparse instances
1,It 's a mindless action flick with a twist -- far better suited to video-viewing than the multiplex .
3,can write and deliver a one liner as well as anybody .
2,lived
1,every one -LRB- and no one -RRB-
2,something American and European gay movies
4,undeniably fascinating and playful fellow
3,has the uncanny ability to right itself precisely when you think it 's in danger of going wrong
2,wrestler Chyna
2,mythologizing
2,work --
3,it might deliver again and again
2,like dying and going to celluloid heaven
2,Anthony Hopkins is in it
2,you might have guessed
2,As a hybrid teen thriller and murder mystery
3,organic intrigue
2,exterior
3,putting together any movies of particular value or merit
1,is nothing but a convenient conveyor belt of brooding personalities that parade about as if they were coming back from Stock Character camp -- a drowsy drama infatuated by its own pretentious self-examination .
2,that a curious sense of menace informs everything
2,smutty guilty
2,Nakata
2,works out his issues
2,short of indulging its characters ' striving solipsism
1,induce sleep than fright
1,struck me as unusually and unimpressively fussy
2,conceptions
2,the ages
2,will be baffled
0,cowardly
2,Spielberg
2,all that jazz
2,'s a long way
2,familiar and
2,values than in Extreme Ops
2,given relatively dry material
2,two-wrongs-make-a-right
0,very ugly
2,video game
2,a solid
3,got it right
2,the cops
3,for all ages -- a movie that will make you laugh
1,next to little insight
1,the absurdity
2,between the leads
2,Light the candles
2,Kapur 's contradictory feelings about his material
3,as graceful
3,classy
4,refreshes the mind and spirit along
2,day-old shelf
0,It 's loud and boring
2,hardass
2,impair
2,a sensitive young girl
1,Pinochet 's victims
2,many dodges and turns
2,reached
4,timeless
0,it possible for the viewer to doze off for a few minutes or make several runs to the concession stand and\/or restroom and not feel as if he or she has missed anything
2,sometimes baffling and
2,of an after-school TV special
2,the screen --
2,the storyline and
2,While obviously aimed at kids
1,you just do n't care whether that cold-hearted snake Petrovich -LRB- that would be Reno -RRB- gets his comeuppance .
1,gives a good performance in a film that does n't merit it
3,it nonetheless sustains interest during the long build-up of expository material .
3,humanizing
1,of film that leaves you scratching your head in amazement over the fact that so many talented people could participate in such an ill-advised and poorly
2,been-told-a
3,powerful moments
2,is long on glamour and short on larger moralistic consequences
2,non-Bondish
2,comes to fruition in her sophomore effort .
2,be taken seriously
2,adept direction
2,nevertheless
1,It squanders Chan 's uniqueness ;
2,The subtitled costume drama
2,Fence
3,master craftsmen
2,explores the friendship between five Filipino-Americans and their frantic efforts to find love
2,of gritty realism and magic realism with a hard-to-swallow premise
3,dutifully pulling on heartstrings
3,fall 's
1,Even the hastily and amateurishly
3,to his son 's home
2,it still wo n't feel like the longest 90 minutes of your movie-going life
2,the harder
4,a powerful and reasonably fulfilling gestalt
3,conquers
1,why this did n't connect with me would require another viewing
2,coming through
2,drive a little faster
2,Director Tom Dey
2,director Michael Apted -LRB- Enigma -RRB- and screenwriter Nicholas Kazan -LRB- Reversal of Fortune -RRB-
4,is exceedingly pleasant
2,Steamboat Willie
2,Cox
2,macabre and very
0,wore out its welcome with audiences several years ago
2,of the fun
1,movie that leaves vague impressions and a nasty aftertaste but little clear memory of its operational mechanics
1,lost in the translation
2,the little things right
2,- however well intentioned -
1,be warned
2,like about Men With Brooms and what is kind of special
3,bubbles with the excitement of the festival in Cannes
2,growing
2,where Ararat went astray
2,The Sum of All Fears
2,whole film
2,inside '
2,be classified as a movie-industry satire
2,'s stuff here
2,Frank Capra
1,slopped ` em together
2,great expectations
2,wonder if Lopez 's publicist should share screenwriting credit
3,is a great yarn
2,The Tuxedo
3,brings a beguiling freshness
2,bought from telemarketers
2,repetition than creativity
3,entertainment .
3,#NOM?
3,which is powerful in itself
3,make the stones weep --
3,at his most sparkling
2,from the simple fact
2,treats conspiracy
1,much of the film with a creepy and dead-on performance
1,inoffensive
2,a late-summer surfer girl entry
2,try and evade your responsibilities
3,anticipated
2,to kids or adults
2,not too fluffy
3,works out
2,it is .
0,'s hard to understand why anyone in his right mind would even think to make the attraction a movie
2,subtly kinky bedside vigils
1,Goldmember has none of the visual wit of the previous pictures
2,about fathers
2,components
3,entirely irony-free zone
3,with a light -LRB- yet unsentimental -RRB- touch
2,a few chuckles
2,a speed
2,something American
2,favor of mushy obviousness
2,ever-growing
2,by its moods
0,plainly dull and visually ugly
0,ill-conceived and expensive project
2,the Halloween series
2,with a crucial third act miscalculation
1,does have a long way to go before it reaches the level of crudity in the latest Austin Powers extravaganza
2,lists and
2,by movies ' end
3,with such clarity
2,The Ghost and
4,reflective and beautifully
2,by the film 's austerity
3,solid formula
2,postapocalyptic setting
2,wide-angle shots
2,Swedish fillm
1,sugar-coated Rocky
2,this movie for
4,extravagant
1,A reworking of Die Hard and Cliffhanger
0,has squeezed the life out of whatever idealism American moviemaking ever had
1,... although this idea is `` new '' the results are tired .
1,while the highly predictable narrative falls short
2,Berling
2,Several of Steven Soderbergh 's earlier films
3,photographed and beautifully
2,Banderas
3,sometimes both
1,A brutally dry satire of Middle American numbness .
2,deals with its story
2,the Ya-Yas
4,is a treat
1,unimpressively
2,15th
1,no particular bite
2,of the crime expertly
3,the spotlight
2,taking the kids to
1,sulky teen drama and
3,If you do n't laugh
3,are kinetic enough to engross even the most antsy youngsters
1,slobbering
1,annoyed me most about God is Great
1,employs an accent that I think is supposed to be an attempt at hardass American but sometimes just lapses into unhidden British .
2,in really rattling the viewer
2,a great shame
2,Ms. Griffiths and Mr. Pryce
3,consistently surprising
2,for Milder Is n't Better
1,no level whatsoever for me
3,deeper every time
1,a sales tool
0,trailer-trash style
2,Everlyn Sampi
1,part because the consciously dumbed-down approach wears thin
2,viewer
3,people can connect and express their love for each other
2,a tough beauty
0,very insecure
3,good news
2,the core of this slight coming-of-age\/coming-out tale
2,rogue CIA
2,the high-buffed gloss
2,director Adrian Lyne
3,to overcome his personal obstacles and become a good man
3,some success with documentaries
2,identity and alienation
2,#NOM?
3,beloved genres
2,in the flip-flop of courtship
2,to swallow than Wertmuller 's polemical allegory
1,likely to cause massive cardiac arrest if taken in large doses
3,of his sweetness and vulnerability
3,the promise of excitement
3,Demonstrates a vivid imagination and an impressive style that result in some terrific setpieces
2,Newcomer
4,the ultimate movie experience
3,cheering
3,best and most
3,` just letting the mountain tell you what to do
2,you
2,Falls short in explaining the music and its roots .
4,A fine production with splendid singing
3,a fairly disposable yet still entertaining B
3,will have you at the edge of your seat for long stretches
3,Art-house to the core
0,wane to an inconsistent and ultimately unsatisfying drizzle
2,all the sympathy
3,big heart
2,than ` Magnifique ' .
2,deal
2,at the rapidly changing face of Beijing
2,to comfortable territory
2,failed him
2,was produced by Jerry Bruckheimer and directed by Joel Schumacher
2,appearing
1,mumbles his way through the movie .
2,East-vs .
1,with the impression that you should have gotten more out of it than you did
4,Red Dragon rates as an exceptional thriller .
4,coupled with pitch-perfect acting
2,'s a fairly straightforward remake of Hollywood comedies such as Father of the Bride
2,Goldman
2,Winger fans
2,with more questions than answers
2,gets me where I live
2,separation and
2,affects
2,be a romantic comedy
0,is n't an ounce of honest poetry in his entire script
1,the film 's lamer instincts
3,will not disappoint anyone who values the original comic books
1,'s already a joke in the United States .
0,is expressly for idiots who do n't care what kind of sewage they shovel into their mental gullets to simulate sustenance
2,warm and
2,an orange prison jumpsuit
1,so clumsily sentimental
3,allows each character to confront their problems openly and honestly .
2,teen-oriented variation
1,this claustrophobic concept
2,turn out
2,Sommers
2,their resemblance to everyday children
1,the screenplay by Billy Ray and Terry George leaves something to be desired .
2,the Big Boys in New York and L.A.
2,screenplay or something
2,its familiar subject matter
2,original New Testament stories
3,one film
2,rather than one
2,of it all or its stupidity or maybe even its inventiveness
2,seven bucks
2,cashing in on his movie-star
2,Only at the prospect of Beck 's next project
2,wattage
3,The effort is sincere
2,the central role
2,few modest laughs
2,tougher picture
2,A biopic about Crane 's life in the classic tradition but evolves into what has become of us all in the era of video .
1,'s no fizz
2,the actress and director Peter Kosminsky never get the audience to break through the wall her character erects
4,touching and tender
2,so many lives
2,the entire history
2,defiance over social dictates
2,described as I Know What You Did Last Winter .
3,could have given audiences the time of day by concentrating on the elements of a revealing alienation among a culture of people who sadly are at hostile odds with one another through recklessness and retaliation
2,the only
2,is your stomach grumbling for some tasty grub
1,matter how much he runs around and acts like a doofus
2,Young Everlyn Sampi
2,provide a reason for us
2,rivals
1,for a silly hack-and-slash flick
2,the character
2,Morton 's
3,marveling at these guys ' superhuman capacity to withstand pain
2,faith and madness
2,of childhood imagination
4,send audiences out talking about specific scary scenes or startling moments
2,so frequently
3,has something fascinating
4,has succeeded beyond all expectation
1,An inelegant combination of two unrelated shorts that falls far short
3,Blessed with a searing lead performance
2,many complicated
1,slow down
3,some soul
2,Cassel
2,justice served
3,Deep intelligence
3,you come to believe that Nachtwey hates the wars he shows and empathizes with the victims he reveals .
1,extremely languorous rhythms
2,Schneider and director Shawn Levy
2,oversized
1,overproduced
2,in our lives
2,the formulaic equations
2,of the book
3,is a frighteningly fascinating contradiction
3,a flair for dialogue comedy
1,`` un-bear-able '' project
2,followed
2,than a traditionally structured story
2,Aurelie and
2,will be anything but
1,the plot is both contrived and cliched
3,leaves you intriguingly contemplative
1,weaknesses
2,explores the monster 's psychology not in order to excuse him but rather to demonstrate that his pathology evolved from human impulses that grew hideously twisted
2,with a more original story instead of just slapping extreme humor and gross-out gags
2,finding the filling missing
2,properly
2,thought in his head
0,It 's Pauly Shore awful .
2,with the victims he reveals
2,if she had to sit through it again
2,forced than usual
3,reassures us that he will once again be an honest and loving one .
1,a fan of the phrase ` life affirming ' because it usually means ` schmaltzy
0,damaged-goods
3,Whether our action-and-popcorn obsessed culture will embrace this engaging and literate psychodrama
3,entertaining enough and worth
3,today 's hottest and
1,dogs who are smarter than him
2,a prim widow who finds an unlikely release in belly-dancing clubs
3,of inspiration
1,to pack raw dough in my ears
1,trapped and
2,of these two 20th-century footnotes
2,Bloody Sunday
2,the sugar coating
0,Bad '' is the operative word for `` Bad Company
2,live
0,gags and
2,penchant
0,is so deadly dull that watching the proverbial paint dry would be a welcome improvement
2,smarter and
2,Tu
2,the pay-off
1,deeply biased
2,With more character development this might have been an eerie thriller
1,will probably never achieve the popularity of My Big Fat Greek Wedding
2,requires the enemy to never shoot straight
2,'s really more of The Next Pretty Good Thing
2,this particular South London housing project
2,at the feet
2,a standup comedian
2,Romanek 's themes
1,a peculiar malaise that renders its tension
2,in the history of our country
2,the tiniest details
1,Bottom-rung New Jack City wannabe .
2,about other
2,the blood
2,Jaglom
2,Michelle Hall
3,adult world
2,goods and audiences
2,the big-screen experience
2,we 're in All of Me territory again
1,puts them into a battle of wills that is impossible to care about and is n't very funny
2,Bill
2,hardened voyeur
3,Heartwarming and
1,Hell is -RRB- looking down at your watch and realizing Serving Sara is n't even halfway through .
2,libidinous
2,This method
1,the picture 's cleverness is ironically muted by the very people who are intended to make it shine .
2,pasta-fagioli
2,mild sexual references
2,set in the late 15th century .
2,worked too hard
2,in the voices of men and women
3,chilling style
2,inadvertently
4,There 's an epic here
2,Adam Rifkin
1,Laced
2,watch them
1,dullness
2,quickie
3,A forceful drama
2,celebrityhood
1,a so-called ` comedy '
2,of the time
1,endless
3,passably
4,be viewed and treasured for its extraordinary intelligence and originality
3,good video game movie
2,served as executive producer
0,long and relentlessly saccharine film
2,about an affluent damsel in distress who decides to fight her bully of a husband
2,Corcuera
2,pulled
2,Claims
2,storyteller
3,delivers the goods
1,inept
3,in a series of achronological vignettes whose cumulative effect is chilling
2,boffo
2,Evil Dead
2,in Santa Claus
2,Kenneth Branagh 's
2,in emotional texture
0,Colin Hanks is in bad need of major acting lessons and maybe a little coffee .
2,To Blandly Go Where We Went 8 Movies Ago
2,his back
2,ballet
2,two Academy Award
2,foreground
2,the Sea '
2,going to be released in IMAX format
2,Some writer
2,`` The Four Feathers ''
2,echoes of Jordan
3,is powerful in itself
2,demand of the director
2,you so crazy !
3,'s also nice
3,I feel better already .
1,corny examination
2,book sound convincing
2,generational
2,have I
0,Everything was as superficial as the forced New Jersey lowbrow accent Uma had .
2,' then Cinderella II proves that a nightmare is a wish a studio 's wallet makes .
1,every cliche in the war movie compendium across its indulgent two-hour-and-fifteen-minute length
1,did n't convince me that Calvin Jr. 's Barbershop represents some sort of beacon of hope in the middle of Chicago 's South Side
4,will find that The Road to Perdition leads to a satisfying destination .
2,that 's been acted out
3,both people 's capacity for evil and their heroic capacity for good
3,fun-for-fun
3,consistently amusing but not as outrageous or funny
2,fax it
1,longer to heal : the welt on Johnny Knoxville 's stomach
0,a mere disease-of - the-week TV movie
2,said plenty about how show business has infiltrated every corner of society -- and not always for the better
1,an unimaginative screenwriter 's
1,neither is it the Kahlo movie Frida fans have been looking for
0,to losing my lunch
2,to cheesiest
2,worst dialogue
2,as you can get to an imitation movie
3,that keeps it from seeming predictably formulaic
0,be lulled into a coma
2,to come along in quite some time
2,Almost everyone growing up
3,remains uniquely itself
1,plays like a tired Tyco ad .
2,contrived and
2,stimulating depth
2,bothered to check it twice
3,as I laughed throughout the movie
1,Often overwrought
2,defies classification and
2,monsters
2,of 1984 and Farenheit 451
2,mourns her tragedies
2,Men with Brooms
3,is that she never lets her character become a caricature -- not even with that radioactive hair .
1,has the odd distinction of being playful without being fun
2,our reality tv obsession
3,is easy to take this film at face value and enjoy its slightly humorous and tender story
2,Galinsky
1,ca n't help suspecting that it was improvised on a day-to-day basis during production .
2,but rather by emphasizing the characters
2,Freeman
3,it 's propelled by the acting
1,succeed in alienating most viewers
2,our perspective
1,actresses -LRB- and one Academy Award winning actor -RRB- succumb to appearing in this junk that 's TV sitcom material at best
4,is heroic
1,they do n't like it
2,Ethan
3,a modicum of patience
2,that princesses that are married for political reason live happily ever after
1,is the filmmakers ' point ?
3,'s a sharp movie about otherwise dull subjects .
1,diminishing effect
3,It 's rare for any movie to be as subtle and touching as The Son 's Room .
1,falls about ten feet onto his head
2,as close
1,smothered in the excesses of writer-director Roger Avary
3,appropriate ferocity and thoughtfulness
2,21st century morality play
2,all expectation
1,There 's a reason the studio did n't offer an advance screening .
3,was worth your seven bucks
2,most obvious
1,does n't make sense
0,peopled mainly by characters so unsympathetic that you 're left with a sour taste in your mouth
2,is more in love
2,and Israeli children
2,el cheapo margaritas
2,to irk viewers
2,that in itself
4,A man leaving the screening said the film was better than Saving Private Ryan .
2,Peter Jackson 's
2,improvisation
2,with these people
4,it 's as good as you remember .
2,on
2,a Nicholas Sparks best seller
2,grew
2,gangster wannabe
1,mean-spirited and wryly
2,\* S \* H ''
2,Greene
2,enough to pilot
2,the film is well under way -- and
2,stretch
1,punk kids '
3,cute drama
1,torments
2,acted by the four primary actors
1,that they 're stuck with a script that prevents them from firing on all cylinders
2,their story about a retail clerk wanting more out of life
4,four-star
4,'s tremendously moving
2,show these characters in the act
2,to keep on looking
2,-LRB- Crystal and De Niro -RRB-
1,finally seem so impersonal or even shallow
2,a case study
2,Cuban music
2,one-dimensional characters up
2,its own head
2,iced tea
2,filmgoers
1,eventually resents having to inhale this gutter romancer 's secondhand material
2,judge a film like RINGU when you 've seen the remake first
1,felt with a sardonic jolt
1,any of the signposts
2,Follows the original film virtually scene for scene and yet
2,The little girls
2,artist
2,beachcombing
1,hamstrung
2,deleting
2,any sense of commitment
2,basic plot
3,had a sense of humor
2,Venice Beach
2,95 filmmaking
3,Oddly compelling
0,the man who wrote it but this Cliff Notes edition is a cheat
2,many scenarios
0,grossest movie
2,mixes
1,mindless action movie
2,expression
3,and engaging examination
2,` comedy '
2,this story
2,the expense
2,a boat
3,moving and weighty
0,are neither original nor are presented in convincing way
1,blind to the silliness
2,watching Spy than I had with most of the big summer movies
3,some real vitality
2,will suck up to this project
3,meshes in this elegant entertainment
2,convinced to waste their time
1,plot and pacing typical Hollywood war-movie stuff
3,universal and involving
4,most memorable
3,out of Eudora Welty
2,feels like a promising work-in-progress
1,with no reason for being
2,mother and
2,includes the line `
2,cooly
2,some members of the audience
2,were seen giving chase in a black and red van
2,complicated plotting and
3,the perfect star vehicle
2,protect each other from the script 's bad ideas and awkwardness
1,you can see mediocre cresting on the next wave
2,be a hip-hop fan to appreciate Scratch
1,a geriatric
4,pleasant from start
2,family dysfunctional drama
2,Lyne
1,is neither light nor magical enough to bring off this kind of whimsy .
2,distinguishable condition
3,of the finest
3,scenes so true and heartbreaking
1,that lacks both a purpose and a strong pulse
2,False Move
3,you wanting more
2,Eisenhower
2,three sides of his story with a sensitivity and
0,is that it does n't make any sense .
2,the bottom of its own cracker barrel
3,expresses our most basic emotions
2,is simple
1,would 've worked a lot better had it been a short film .
2,Cat ''
2,for gas
1,Skins has a desolate air
3,style and empathy
2,to detail
2,they 'll get plenty
3,keep the story compelling
3,Cinematic poetry showcases the city 's old-world charm before machines change nearly everything .
3,choosing his roles with the precision of the insurance actuary
2,appealing as Pumpkin
2,a downtown hotel
3,equally great
3,benefit enormously
2,his anger
2,for democracy and civic action laudable
2,things that explode into flame
2,essential problem
1,tell it 's not all new
1,comes down to whether you can tolerate Leon Barlow
2,embroils
2,fumes
3,is just such an achievement
1,Press the delete key
3,Almost everyone growing up believes their family must look like `` The Addams Family '' to everyone looking in ... `` My Big Fat Greek Wedding '' comes from the heart
2,'d recommend waiting for DVD and just skipping straight to her scenes .
2,If Jews were Catholics
2,goes on
4,will want to see over and over again
2,writer-director Douglas McGrath 's
2,of vignettes
2,few remarks
2,deceptively casual ode
2,its duration
3,full of elaborate and twisted characters
3,is entirely appealing as Pumpkin
2,$8 
2,aspect
3,quirky movie to be made from curling
1,scratching your head in amazement over the fact that so many talented people could participate in such an
2,about the power of poetry and passion
2,the discussion
1,a storyline that never quite delivers the original magic
3,less-is-more approach
1,would not likely be so stupid as to get
2,The Fellowship
1,that Undercover Brother missed an opportunity to strongly present some profound social commentary
2,plays like one of Robert Altman 's lesser works
2,player masochism
2,much farcical
1,least
2,Oleander
2,more than a bait-and-switch that is beyond playing fair with the audience
2,housing project
3,Alexander Payne 's ode to the Everyman
2,the way
3,something purer
1,of a self-destructive man
1,some pretentious eye-rolling moments
3,uniquely sensual metaphorical dramatization
3,that fights a good fight on behalf of the world 's endangered reefs
2,rather than cloying
3,swirling
2,that extensive post-production
2,suburban woman 's yearning
2,pay your
2,runs
3,anonymous chiller
3,they finally feel absolutely earned
2,are to her characters
1,the exception of about six gags
2,last week 's Reign of Fire
2,messages
2,a strange route
3,a lot of tension
1,is plainly dull and visually ugly
3,An entertaining mix of period drama and flat-out farce that should please history fans
0,this is the first film in a long time that made me want to bolt the theater in the first 10 minutes .
0,not to mention dragged down by a leaden closing act
2,blab and money
2,to its finale
2,` Tron ' Anderson
2,than I had expected
0,the pool with an utterly incompetent conclusion
3,the charisma and ability
2,Secretary is not a movie about fetishism .
3,John Carlen 's script
1,never clearly defines his characters
1,it had been only half-an-hour long or a TV special
2,reigns
2,big fight
3,reveals a real human soul buried beneath a spellbinding serpent 's smirk
2,this gutter romancer 's secondhand material
2,over the film
2,in ABC Africa
2,ever witnessed
0,short of both adventure and song
0,fails to entertain
4,especially well-executed
2,may be to believe
2,a surprisingly similar teen drama
3,will talk about for hours .
2,#NOM?
2,by acting as if it were n't
3,undeniable enjoyment to be had from films crammed with movie references
2,serious improvisation
2,after the credits roll
2,a double feature with mainstream foreign mush like My Big Fat Greek Wedding
2,Mattei
2,seizures
4,An old-fashioned but emotionally stirring adventure tale
2,train car to drive through
1,estrogen-free
2,taut
2,K
2,through the Hollywood pipeline
2,the good fight in Vietnam
3,Neil Burger here succeeded in
0,One of the most incoherent features in recent memory .
2,a smart-aleck film school brat
2,'d want something a bit more complex than We Were Soldiers to be remembered by .
2,smashups
1,a rancorous curiosity : a movie without an apparent audience
3,to confront their problems openly
2,marking
2,a year
3,bound to show up at theatres for it
2,crime comedy
1,pure wankery
3,in a way that does n't make you feel like a sucker
2,defies classification and is as thought-provoking as it
0,the incessant use
2,subscription to ESPN the Magazine
1,so long
4,one of the year 's best
2,college-spawned -LRB- Colgate U. -RRB- comedy ensemble
2,offbeat
2,can certainly not
2,any good
1,It 's loud and boring ;
2,Audrey
2,in Wisegirls
2,realize them
2,uneven look
3,the extremely competent hitman films such as Pulp Fiction and Get Shorty
2,-LRB- About Schmidt -RRB-
2,ham it up while physically and emotionally disintegrating over the course of the movie has a certain poignancy in light of his recent death
2,its lyrical variations
3,delights for adults
2,Theatre 3000 tribute
3,a fascinating character study
1,this would be a worthy substitute for naughty children 's stockings
3,on the ethereal nature of the internet and the otherworldly energies
3,for its intelligence and intensity
2,Kaufman 's
1,snail-like
0,epilogue that leaks suspension of disbelief like a sieve
1,turn nasty and tragic
1,will be two hours gained
2,formal innovations and glimpse
3,as a potentially incredibly twisting mystery
2,happen to people
2,pornography
2,bizarre as the film
3,impressive fake documentary
1,and not always for the better
2,accuse him of making
2,discerning
2,the chops of a smart-aleck film school brat and
2,their crime
2,ghost stories
2,while the performances elicit more of a sense of deja vu than awe
2,high-tech splatterfests
1,malaise
2,forth
2,grade girl
3,` gentle '
2,of David Cronenberg
2,on the TV show
2,operates
3,draws the audience
1,than to change hackneyed concepts when it comes to dreaming up romantic comedies
2,as in past Seagal films
2,innocent yet
2,Malle 's dud
2,uncanny ambience
4,Its sheer dynamism
3,would be terrific to read about
2,former MTV series
1,The fetid underbelly of fame has never looked uglier .
1,that it 's not nearly long enough
2,basketball
2,the bod
0,is n't very interesting
1,yet another visit
2,irrigates
1,this movie just goes on and on and on and on
2,of gamesmanship
2,each character
2,the story and the actors
2,Je-Gyu is -RRB-
2,appear in full regalia
3,the year 's -LRB- unintentionally -RRB- funniest moments
2,several runs
1,-LRB- A -RRB- mess .
1,your face for two hours
1,to squeeze too many elements into the film
2,into the picture
2,Even when it drags
2,An intelligently
2,involved
3,is a winner
2,jokey
2,about a much anticipated family reunion
1,finds a way to make J.K. Rowling 's marvelous series into a deadly bore
2,welcome and
2,'s In the Mood for Love -- very much a Hong Kong movie despite its mainland setting .
2,Sand 's
2,the writing and cutting
2,making a film
3,1991
3,one Oscar nomination for Julianne Moore this year
2,A well-acted movie that simply does n't gel .
2,Earnest yet curiously tepid and choppy recycling in which predictability is the only winner
3,invigorating about
2,are actually movie folk
4,well-written and occasionally challenging
2,antique
2,#NOM?
2,is mostly unsurprising
0,its story was making no sense at all
3,painful and refreshing
2,too-long
1,a heartland so overwhelmed by its lack of purpose that it seeks excitement in manufactured high drama
3,laughs and insight into one of the toughest ages a kid can go through .
2,got seven days left to live
1,of cheesy dialogue
2,plot relevance
0,lame story
2,conniving
1,in not taking the Shakespeare parallels quite far enough
0,feel my eyelids ... getting ... very ...
0,a florid but ultimately vapid crime melodrama with lots of surface
2,a subversive element to this Disney cartoon
4,A fascinating documentary about the long and eventful spiritual journey of the guru who helped
1,its pretensions
0,dreadful
3,returns De Palma to his pulpy thrillers of the early '80s
2,'d expected it to be
3,the vital comic ingredient of the hilarious writer-director himself
0,affected child acting to the dullest Irish pub scenes ever filmed
2,get enough of that background for the characters
3,some savvy street activism
2,haunting and sublime music
3,should drop everything and run to Ichi
1,self-pitying
2,it is just as boring and as obvious
2,traits
2,wisdom and
1,copyof
1,unrelenting bleak insistence
2,a shrugging mood
2,to Irvine Welsh 's book Trainspotting
1,frustratingly timid and soggy
2,its plots and characters
2,last week
1,is so film-culture referential that the final product is a ghost .
1,dreary piece
2,salt-of-the-earth mommy
2,believe anyone more central to the creation of Bugsy than the caterer
1,scam
3,advances
1,If Borstal Boy is n't especially realistic
2,the sometimes improbable story
1,is a film living far too much in its own head .
1,the acres of haute couture ca n't quite conceal that there 's nothing resembling a spine here
1,'s both sitcomishly predictable and cloying in its attempts to be poignant .
2,crafting something promising from a mediocre screenplay
3,your idea of a good time
4,has stepped into the mainstream of filmmaking with an assurance worthy of international acclaim and with every cinematic tool well under his control -- driven by a natural sense for what works on screen
2,this character
1,to convince us that acting transfigures Esther
2,Thomas
1,so second-rate
3,share their enthusiasm
2,build-up
4,wind up remembering with a degree of affection rather than revulsion
2,made .
1,autistic
2,help --
1,as Vincent became more and more abhorrent
1,emotionally malleable
2,sixth-grade
2,1950 's
2,the Funk Brothers -RRB-
2,whirling fight sequences
3,Lots of effort and intelligence are on display
2,awful
0,an 88-minute rip-off of The Rock
2,more cloyingly
4,sweet and enjoyable
4,A stylistic romp that 's always fun to watch .
3,a trove
4,a fascinating film
4,A knowing sense of humor and a lot of warmth ignite Son of the Bride .
3,musical number
2,refuses to give us real situations and characters
1,the mill sci-fi film with a flimsy ending
1,of a therapy session brought to humdrum life by some Freudian puppet
3,a movie theatre
2,of its slender
4,I 'd watch these two together again in a New York minute .
1,unlikable characters and a self-conscious sense
0,will make you wish you were at home watching that movie instead of in the theater watching this one
