class_index,review_text
3,uplifting
1,sugary sentiment and withholds delivery
2,deconstruction
1,the sad schlock merchant of ` Deadly Friend
2,jumbled fantasy comedy
3,both Oscar winners
2,long past
2,thrusts
2,cost
2,for you -
2,his film
2,that our Hollywood has all but lost
2,escaped
2,gets under the skin of the people involved
2,what they did
2,the movie is slightly less successful than the first
3,abundant humanism
2,be in two different movies
3,adds enough quirky and satirical touches in the screenplay to keep the film entertaining
2,revisiting
2,that 's opened between them
2,when a preordained `` big moment '' will occur and not `` if
2,a $ 40 million version
3,a probing examination of a female friendship set against a few dynamic decades
2,rather than one you enter into .
3,this unique director 's previous films
1,The biggest problem
3,look at religious fanatics -- or backyard sheds -- the same way again
2,to watch as two last-place basketball
2,unflinching
3,spiffy bluescreen technique and
2,including the condition of art
2,besides .
2,Open-ended and composed of layer upon layer
0,It makes me say the obvious : Abandon all hope of a good movie ye who enter here .
3,the most entertaining monster movies
1,expect more from director Michael Apted -LRB- Enigma -RRB- and screenwriter Nicholas Kazan -LRB- Reversal of Fortune -RRB-
3,be wholesome and subversive at the same time
2,Italian for Beginners
3,clever pseudo-bio
4,is a masterpiece .
1,is as predictable as the tides
2,Emilie
2,arrow
3,enter
4,the best war movies ever made
3,favored
4,-LRB- Ferrera -RRB- has the charisma of a young woman who knows how to hold the screen .
3,Exciting and
3,enough cool
2,drug-related pictures
2,slot
2,waiting room
3,have seen a comedy
3,Tootsie
2,soft drink
2,this doc
3,the enigmatic Mika and Anna Mouglalis
2,Jiang Wen 's Devils
2,anti-Harry
4,impressive roster
1,with the inherent absurdity of Ganesh 's rise
2,a sobering recount
1,is a such a brainless flibbertigibbet that it 's hard to take her spiritual quest at all seriously .
2,dominant feeling
1,No new plot conceptions
2,warped logic by writer-director Kurt Wimmer at the screenplay level .
2,a momentum
2,its animatronic roots
1,do n't seem to have much emotional impact on the characters
2,dead horse
2,of clinical objectivity
3,fan
2,to hand viewers a suitcase full of easy answers
2,Ismail Merchant 's
2,give you brain strain
1,I do n't see the point
2,carries Arnold -LRB- and the viewers -RRB- into the forbidden zone of sympathizing with terrorist motivations by presenting the `` other side of the story .
2,its steadfast refusal to set up a dualistic battle between good and evil
3,A sweet-tempered comedy
2,his cinematographer
3,mystical
1,decrepit
3,gives it a sturdiness and solidity that we 've long associated with Washington
2,fillers
1,on the whole less
2,to tediously sentimental
2,than triumph
2,than the picture
2,thank goodness for this signpost
1,silly rather than plausible
2,ingest
2,excursion
2,in the way of slapstick sequences
2,his determination to lighten the heavy subject matter
4,make it a great movie
2,Like Kissing Jessica Stein
1,wooden delivery
2,the floor with a sickening thud
3,we do n't avert our eyes for a moment .
3,may be based on a true and historically significant story
2,grab a lump of Play-Doh
0,It 's also not smart or barbed enough for older viewers -- not everyone thinks poo-poo jokes are ` edgy
1,teasing
2,A Meatballs for the bare-midriff generation .
4,in which the talent is undeniable
1,that it appears not to have been edited at all
2,self-deprecating level
2,The Singles Ward occasionally bewildering
2,accommodate
2,most contemporary comedies
2,opening today at a theater near you
2,having been immersed in a foreign culture only to find that human nature is pretty much the same all over
0,allows the film to drag on for nearly three hours
2,hippopotamus
2,to ensnare its target audience
0,'m not exactly sure what this movie thinks it is about .
3,assured in its execution
2,formulaic sports drama
2,Damage
2,cliche with little new added
2,a teenybopper Ed Wood film
3,atypically hypnotic approach
2,hopelessly
4,good surprise ending
3,the imagination
1,difficulty
2,best and mind-destroying cinematic pollution
2,fascinating but choppy
0,a giant step backward
2,in which murder is casual and fun
4,scores a direct hit .
2,uses his characters -- if that 's not too glorified a term -- as art things
3,fighting hard for something that really matters
3,heart-string plucking
2,the otherwise bleak tale
4,first real masterpiece
4,enough cool fun
2,King ''
2,of World War II
2,meet them halfway and
2,big way
2,Dwarfs
3,the right place
1,out by an adult who 's apparently been forced by his kids to watch too many Barney videos
2,date nights
2,staring into an open wound
1,violence and whimsy do n't combine easily
2,being self-important
1,mired in tear-drenched quicksand
2,ten
4,his outstanding performance
2,drew
2,summer
1,It reduces the complexities to bromides and slogans and it gets so preachy-keen and so tub-thumpingly loud it makes you feel like a chump
2,in 1987
3,the wisdom and humor
2,is as conventional
2,either effort
2,of some delicate subject matter
2,Dean 's
1,fewer gags to break the tedium
2,unslick
3,comes alive as its own fire-breathing entity in this picture .
3,it certainly does n't feel like a film that strays past the two and a half mark
2,an actor 's movie
2,a curious sick poetry
2,claws enough
3,A few energetic stunt sequences briefly enliven the film
2,George and Lucy 's most obvious differences
2,it 's being
3,is also a testament to the integrity and vision of the band
3,the cinematography to the outstanding soundtrack and unconventional narrative
2,a lot
3,remarkably cohesive whole
2,pratfalls but little
2,but several movies have
2,vulgar comedy
2,released
2,you engaged
2,Ah Na 's
3,fluff stuffed with enjoyable performances
3,laugh once -LRB- maybe twice -RRB-
2,the movie were all comedy
3,far too polite to scale the lunatic heights of Joe Dante 's similarly styled Gremlins
1,the criminal world
1,men with guns
2,pronounce his next line
1,The exploitative
3,a hip-hop fan to appreciate Scratch
1,mean-spirited and
3,Mr. Koury 's passive technique eventually begins to yield some interesting results .
2,Son of Animal House
2,speaks forcefully enough about the mechanisms of poverty
2,long way
2,'s no working girl
2,original Italian-language soundtrack
2,been brought out of hibernation
3,is Fontaine 's willingness to wander into the dark areas of parent-child relationships without flinching
3,a 10-course banquet
3,biggest names
0,MIB II is a movie that makes it possible for the viewer to doze off for a few minutes or make several runs to the concession stand and\/or restroom and not feel as if he or she has missed anything .
2,The film 's sense
1,that it churns up not one but two flagrantly fake thunderstorms to underscore the action
1,complete wash
3,it would be
1,too ragged to ever fit smoothly together
2,a purpose
2,eye candy
3,its share of belly laughs -LRB- including a knockout of a closing line -RRB-
2,a thick shmear
2,must have read ` seeking anyone with acting ambition but no sense of pride or shame
2,American productions
1,relentlessly folksy
2,less baroque and
3,nearly three decades of bittersweet camaraderie and history
2,hop fantasy
3,any fiction
1,had gone a tad less for grit and a lot more for intelligibility
2,laughs and insight into one of the toughest ages a kid can go through
3,not mean-spirited
3,by the incredibly flexible cast
2,the ` best part ' of the movie comes from a 60-second homage to one of Demme 's good films
2,developing much attachment
2,with so many explosions
2,viewing audience
2,is better-focused than the incomprehensible Anne Rice novel
3,that 's very different from our own and yet instantly recognizable
2,Alternative medicine obviously has its merits ... but Ayurveda does the field no favors
1,old ` juvenile delinquent ' paperbacks with titles
3,virtuosic set pieces
3,ke
2,if you go in knowing that
1,Herzog has fallen
2,its poetic symbolism
3,inspirational drama
2,Bickle
2,on the same stuff you can get for a buck or so in that greasy little vidgame pit in the theater lobby
1,flaws
2,earn
4,phenomenal performances
2,We want the funk - and
2,a rainbow
0,is the kind of film that could only be made by African-Americans because of its broad racial insensitivity towards African-Americans
2,credits roll
2,comparisons
4,is consistently amusing and engrossing
2,time and space to convince us of that all on their own
2,get ready
2,the film 's producers
1,inept and
2,compelling argument
1,shortage
2,of levels
2,if you 're an Elvis person
2,a picture
2,the kids in the house will be gored
2,Warren
0,easily forgettable film .
2,for the last exit from Brooklyn
1,value whatsoever
2,of Disguise 24\/7
1,shapeless and
1,vacant
2,expository
2,no feelings of remorse
3,worth a peek
1,out of a cellular phone commercial
1,looking down at your watch and
2,cues
3,are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing
1,Decent but dull .
2,-LRB- T -RRB- he ideas of Revolution # 9
1,clunky TV-movie
2,by showing them heartbreakingly drably
2,toys and offers
1,What 's missing in Murder by Numbers
1,acting like puppets
3,the director uses the last act to reel in the audience since its poignancy hooks us completely .
2,to such a knowing fable
2,1952 screen adaptation
2,most of his budget and
2,moaning
2,Friends
2,words do n't really do the era justice
2,a huge set of wind chimes
1,of crucifixion
2,the athleticism
4,mesmerised
1,'s probably not accurate to call it a movie
2,a traditional Indian wedding in contemporary New Delhi
2,day and age
2,by both Steve Buscemi and Rosario Dawson
3,feel genuinely good
2,performed by a quintet of actresses
2,overall effect
2,of his league
1,help overcome the problematic script .
2,like Silence
1,that it can not even be dubbed hedonistic .
2,daily activities
2,actor Ian Holm
2,bother
1,the only belly laughs come from the selection of outtakes tacked onto the end credits
2,does n't just make the most out of its characters ' flaws but insists on the virtue of imperfection .
3,high-octane
2,you come in to the film with a skateboard under your arm
2,save it
3,has never made anything that was n't at least watchable
2,feel my eyelids ... getting
2,'m just
1,Why would anyone cast the magnificent Jackie Chan in a movie full of stunt doubles and special effects ?
1,cheesy B-movie playing
2,wanted more .
2,of merit as this one come along
3,for on-screen chemistry
2,unsettling force
2,only weak claims
1,as bad
1,I wish it would have just gone more over-the-top instead of trying to have it both ways .
3,is actually a compelling look at a young woman 's tragic odyssey .
3,you 'll like it .
3,fourth feature
3,ultimately coheres into a sane and breathtakingly creative film
3,by a strong and unforced supporting cast
1,flat effort
2,haunting
1,can prevent its tragic waste of life
3,shamelessly enjoyed it
2,after you have left the theatre
1,hate it for the same reason
2,would be a more appropriate location to store it
1,blah
2,would anyone
3,is a refreshingly smart and newfangled variation on several themes derived from far less sophisticated and knowing horror films .
3,truth and realism
1,the Sally Jesse Raphael atmosphere
1,I have n't seen such self-amused trash since Freddy Got Fingered .
2,reality and actors
2,of traditional action
3,What saves it ... and makes it
2,scheming
3,survive its tonal transformation from dark comedy to suspense thriller
2,whenever he wants you to feel something
2,Full Frontal plays like the work of a dilettante .
2,those young whippersnappers
3,A psychic journey deep into the very fabric of Iranian ...
1,that it progresses in such a low-key manner that it risks monotony
3,had the inclination to make the most sincere and artful movie in which Adam Sandler will probably ever appear
2,the Queen 's Men
1,scum
2,with binary oppositions
2,over-the-top instincts
2,youth market
0,is so pedestrian that the most positive comment we can make is that Rob Schneider actually turns in a pretty convincing performance as a prissy teenage girl .
3,fruitful
1,a comedian who starts off promisingly but then proceeds to flop
3,A showcase
2,as storytelling
2,surprising shots
3,Wendigo is a genuinely bone-chilling tale .
2,earned
2,particular insight
2,the end result
1,characteristically engorged and
1,Tom Green a grimace
3,of the theater
2,existent
2,emotional
2,their fathers
2,the events
1,A sustained fest of self-congratulation between actor and director that leaves scant place for the viewer .
2,'s a slow study : The action is stilted and the tabloid energy embalmed
3,stylish
2,to quite pull off the heavy stuff
4,that heralds something special
0,Extremely bad .
3,captures the complicated relationships in a marching band
1,the curse of blandness
2,of life 's ultimate losers
2,on several themes derived from far less sophisticated and knowing horror films
1,feel sad
2,otherness
2,the issues
2,including its somewhat convenient ending
2,The film has a childlike quality about it .
2,expose the life of male hustlers
2,the God of Second Chances '
2,as flat as the scruffy sands of its titular community
1,of a film that are still looking for a common through-line
2,to match mortarboards with Dead Poets Society and Good Will Hunting than by its own story
2,an hour or
1,implosion
2,-LRB- or Robert Aldrich -RRB-
3,correctly
2,Speck
3,What 's surprising is how well it holds up in an era in which computer-generated images are the norm .
3,Showtime the most savory and hilarious guilty pleasure of many a recent movie season
2,comin ' at ya --
1,locales
4,so much first-rate talent
2,Anne-Sophie Birot
2,two crimes
4,would n't turn down a big bowl of that
4,I shamelessly enjoyed it
3,both charming
3,with wit and originality
3,affectingly
4,see this terrific film with your kids --
2,in the crowded cities and refugee camps of Gaza
1,Less-than-compelling documentary of a Yiddish theater clan
3,of its grand locations
1,waking coma
2,cloying messages and
4,a movie that accomplishes so much that one viewing ca n't possibly be enough
3,a nifty plot line in Steven Soderbergh 's Traffic
2,sturm und drang
2,Too intensely
3,a sweet and sexy film
2,'s in
1,is fatal for a film that relies on personal relationships
2,a P.O.W.
4,will likely be nominated for an Oscar next year
0,It 's not a motion picture ; it 's an utterly static picture
3,articulates the tangled feelings of particular New Yorkers deeply touched by an unprecedented tragedy .
2,interviewees
1,distracted by the movie 's quick movements
2,not far down the line
2,pink jammies
1,reality tv obsession
3,Christian-themed fun
2,there 's nothing to drink
4,an impressive and highly entertaining celebration of its sounds
2,and Michelle Hall
3,wholly
2,if it were less densely plotted
4,remarkable movie
2,make a convincing case for the relevance of these two 20th-century footnotes .
3,flashy twists
2,to define his hero 's background or motivations
2,Vice '' checklist
1,bottom
0,It 's quite an achievement to set and shoot a movie at the Cannes Film Festival and yet fail to capture its visual appeal or its atmosphere .
2,a classroom play
2,movie length
1,portrayals
1,that the movie has no idea of it is serious or not
3,has secrets buried at the heart of his story and knows how to take time revealing them
1,pale
3,contemporary southern adolescence
1,Disreputable doings and exquisite trappings are dampened by a lackluster script and substandard performances .
2,keep things on semi-stable ground
2,nubile
2,conned right up to the finale
2,then you 'll enjoy The Hot Chick .
2,a needlessly
3,are instantly recognizable
2,A hypnotic
2,Viva
2,a much needed kick
2,made-for-home-video
2,Tarantino movie
4,This is a movie you can trust .
2,beat by a country mile
2,comes alive only when it switches gears to the sentimental .
0,gives new meaning to the phrase ` fatal script error . '
1,probably be one of those movies barely registering a blip on the radar screen of 2002 .
2,by a movie
2,glitzy
1,endlessly superficial .
2,feel something
2,but not sophomoric
1,this silly con job
0,pretty stupid
1,in a dead-end existence
2,patient viewer
3,engaging characters
3,it 's an opera movie for the buffs .
3,of what it actually means to face your fears
2,Eddie Murphy
2,quirky tunes
1,May lack the pungent bite of its title
2,of a copy of a copy
2,to bring Kissinger 's record into question and explain how the diplomat 's tweaked version of statecraft may have cost thousands and possibly millions of lives
2,bounces around
1,very meticulously but without any passion
2,on empathy
3,see the movie
0,a disastrous ending
2,marginally better shoot-em-ups
1,shot two years ago
2,female friendship that men can embrace and women
2,exclamation
2,The innate theatrics
2,underplays the long-suffering heroine
3,'s mildly interesting to ponder the peculiar American style of justice that plays out here
2,recreated by John Woo in this little-known story of Native Americans and their role in the second great war
2,J. Barry
2,free-wheeling
3,they engage and even touch us
2,out midway
2,is Japanese
2,is a perceptive study of two families in crisis -- and of two girls whose friendship is severely tested by bad luck and their own immaturity .
2,source novel
1,more frustrating
3,be most in the mind of the killer
1,derisive
2,begins to resemble the shapeless
2,'s replaced by some dramatic scenes that are jarring and deeply out of place in what could have -LRB- and probably should have -RRB- been a lighthearted comedy
3,satisfying during a summer of event movies than a spy thriller like The Bourne Identity that 's packed with just as much intelligence as action
2,Wittgenstein and Kirkegaard
2,go out on a limb
3,the memorable character creations
2,fide
3,that it emerges as another key contribution to the flowering of the South Korean cinema
0,is more frustrating than a modem that disconnects every 10 seconds .
1,cheap scam
2,beasts
1,all the bouncing
1,blandness
2,`` Clockstoppers
3,My Wife 's plotting is nothing special ; it 's the delivery that matters here
2,Pumpkin struts about with `` courage '' pinned to its huckster lapel while a yellow streak a mile wide decorates its back .
3,manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in
2,countless filmmakers
1,cumbersome
3,a rounded and revealing overview of this ancient holistic healing system
1,desperation
2,flashes
2,movie mojo
2,more from director Michael Apted -LRB- Enigma -RRB- and screenwriter Nicholas Kazan -LRB- Reversal of Fortune -RRB-
1,unexplainable
2,Randall Wallace film
2,` Manhunter '
2,a somber trip worth taking
2,the Intermezzo strain
1,Horrendously
2,Cage 's
2,filmmaking
3,keep - 'em
2,recording industry
2,shop
2,shiny
1,the chatter of parrots raised on Oprah
2,the pantheon of Billy Bob 's body of work
2,a tradition-bound widow
2,all ages --
2,` urban drama
2,refusing
2,give Pinochet 's crimes
2,peanut butter
2,that incorporates so much
0,an excruciating film
2,between art and commerce
2,this film you 'll know too
2,the experiences
3,more watchable
3,Great fun both for sports aficionados and for ordinary louts whose idea of exercise is climbing the steps of a stadium-seat megaplex .
2,Christmas Future for a lot of baby boomers
2,into Austen
4,enjoyably over-the-top
1,virtually impossible
2,the uneven performances
1,Borrows from other movies like it in the most ordinary and obvious fashion .
2,action sequences
0,has neither the charisma nor the natural affability that has made Tucker a star
0,Aggravating and tedious
1,that does not move
1,wildcard
2,liberation movement
4,in a joyous communal festival of rhythm
2,afflicts so many movies about writers
0,it 's not a very good movie in any objective sense
2,The English Patient and
3,radioactive hair
2,it were subtler
3,Nice piece of work
2,its own viability
3,A frustrating yet deeply watchable melodrama
2,it was hot outside and
4,most multilayered and sympathetic female characters
2,view
0,Highly uneven and inconsistent
1,to remake Sleepless in Seattle again and again
2,referred to
2,flash that loneliness can make people act weird .
2,week 's
3,starts with a legend
2,crafted here
2,knocks
2,practice
1,badness that is Deuces Wild
1,Windtalkers airs just about every cliche in the war movie compendium across its indulgent two-hour-and-fifteen-minute length .
1,insufferable ball
2,can not be faulted
0,bland animated sequel
2,deeply and
3,from `` promising ''
3,has an odd purity that does n't bring you into the characters so much as it has you study them .
2,is just what you get
2,of this type
3,Iwai 's gorgeous visuals
2,waterlogged version
2,to be the purr
1,overladen with plot conceits
2,the tides
1,be most effective if used as a tool to rally anti-Catholic protestors
2,'s all gratuitous
2,'ve ever seen in the many film
1,the film founders on its lack of empathy for the social milieu - rich New York intelligentsia - and its off
2,when Carol Kane appears on the screen
0,Thumbs down .
2,zips along with B-movie verve
0,The plot is paper-thin and the characters are n't interesting enough to watch them go about their daily activities for two whole hours .
2,There has been a string of ensemble cast romances recently ... but
1,'s undeniably hard to follow
3,of veracity and narrative grace
3,Swept Away '
2,have heard before
2,most American
0,is just as ill-fitting as Shadyac 's perfunctory directing chops
3,thrives on its taut performances and creepy atmosphere
3,whimsical comedy
2,the plot should be
2,the hands
2,Shum 's
4,that even the stuffiest cinema goers will laugh their \*\*\* off for an hour-and-a-half
2,perpetual pain
4,that most frightening of all movies --
1,did I miss something ?
2,released in this condition
2,if Ohlinger 's on the level or merely
2,from the pack
3,Big Bad Love
3,any sexual relationship that does n't hurt anyone and works for its participants
3,the timeless spectacle
3,has a brain
2,Not exaggerated
3,get all five
2,in explicit detail
4,makes you crave Chris Smith 's next movie
3,overcome his personal obstacles and become a good man
4,makes a wonderful subject for the camera
2,Capra
2,does n't this film have that an impressionable kid could n't stand to hear ?
2,scruffy
3,persistence that is sure to win viewers ' hearts
2,!? '
0,to justify the embarrassment of bringing a barf bag to the moviehouse
2,Possession
2,drinker
1,Dismally dull sci-fi comedy
2,1991 dog Rover
1,plain wacky implausibility
2,flick any day of the week
3,intermittently wise
3,Smoke Signals
2,him sing the lyrics to `` Tonight
2,cartoonish
3,is that it has a screenplay written by Antwone Fisher based on the book by Antwone Fisher .
2,steadily building up to the climactic burst of violence
1,'s not life-affirming -- its vulgar
2,of those war movies
2,Celebi could take me back to a time before I saw this movie
2,Lilia 's journey
2,for the cable-sports channel and its Summer X Games
2,A biopic about Crane 's life in the classic tradition
1,emotionally manipulative and sadly imitative of innumerable past Love Story derisions
2,an unresolved moral conflict jockey
2,does n't offer any easy answers
3,are also
1,seem to have been conjured up only 10 minutes prior to filming
3,tackled a meaty subject
1,to disguise it as an unimaginative screenwriter 's invention
2,aims for poetry
2,gone-to-seed
2,behind-the-scenes navel-gazing Kaufman
3,of great monster\/science fiction flicks
3,Runs on the pure adrenalin of Pacino 's performance
3,is hypnotic
3,soulful and
2,make a guest appearance to liven things up
1,Blandly
3,taking place
0,an expiration date passed a long time ago
2,central wedding sequence
3,for a touching love story
2,the actors spout hilarious dialogue about following your dream and ` just letting the mountain tell you what to do . '
1,like shooting fish in a barrel
2,the project surrounding them
1,... its three-hour running time plays closer to two .
2,nearly enough of the show 's trademark
1,#NOM?
2,Jolie 's performance
2,Alternates
2,one is
3,in various wet T-shirt and shower scenes
2,rise
3,have found a cult favorite to enjoy for a lifetime
2,can refuse
2,Idemoto and
2,Rorschach test
2,Loosely speaking
2,is hardly
0,Grating and tedious
0,itself is just SOOOOO tired .
3,from laugh-out-loud
3,will guarantee to have you leaving the theater with a smile on your face
3,gentle and engrossing
2,old crank
2,the grayish quality
2,up the Pieces
3,cool event
2,his character 's deceptions
1,Saddled with an unwieldy cast of characters and angles
2,The film 's constant mood
2,What can one say about a balding 50-year-old actor playing an innocent boy carved from a log ?
3,continues her exploration of the outer limits of raunch with considerable brio
2,all-inclusive
2,is laughable in the solemnity with which it tries to pump life into overworked elements from Eastwood 's Dirty Harry period
2,overtly
2,its name
1,doubt that Peter O'Fallon did n't have an original bone in his body
3,freedom to feel contradictory things
1,can only be described as sci-fi generic
2,take me
2,can not even
2,reside
2,freshly considers arguments the Bard 's immortal plays
3,romanticized rendering
2,love story for those intolerant of the more common saccharine genre
2,a purposefully reductive movie -- which may be why it 's so successful at lodging itself in the brain
1,the surprisingly shoddy makeup work
3,`` wild ride ''
2,at teenage boys
3,Great over-the-top moviemaking if you 're in a slap-happy mood
2,you to believe
4,the year 's best and most unpredictable comedy
4,breathtaking adventure
2,with the hot Oscar season currently
2,occasionally bewildering
2,the beloved-major
2,mill
1,is too long with too little going on
2,acted by Diane Lane and Richard Gere
3,than special effects
2,meanspirited
1,makes it possible for the viewer to doze off for a few minutes or make several runs to the concession stand and\/or restroom and not feel as if he or she has missed anything
4,It sends you away a believer again and quite cheered at just that .
2,the back row
2,bought
2,rap
1,does n't have a passion for the material
2,the con and the players
2,Caruso sometimes descends into sub-Tarantino cuteness ... but
2,mental gullets
1,have saved the film is with the aid of those wisecracking Mystery Science Theater 3000 guys
3,fairly solid -- not to mention
2,a social injustice
3,April
2,T -RRB-
3,on a board
1,the negative and the script
1,ca n't remember a single name responsible for it
2,Naqoyqatsi
2,any definitive explanation
2,contraption
1,can tell almost immediately that Welcome to Collinwood is n't going to jell
3,make a convincing case for the relevance of these two 20th-century footnotes
0,But one thing 's for sure : It never comes close to being either funny or scary .
2,Bridget Jones 's Diary
3,A virtual roller-coaster ride of glamour and sleaze
2,a little more dramatic tension
3,satisfying movie experience
2,where Changing Lanes is going to take you
3,It will make you think twice about what might be going on inside each trailer park you drive past -- even if it chiefly inspires you to drive a little faster .
3,surprises
2,movie star
2,casual moviegoers
2,fifties
4,One of the best movies of the year
2,is neither a promise nor a threat so much as wishful thinking
2,backstage bytes of information
2,Yong
1,strip-mined the Monty formula mercilessly since 1997
2,at Wesley Snipes ' iconic hero doing battle with dozens of bad guys -- at once
2,into a movie career
1,own pretentious self-examination
1,all the halfhearted zeal
2,'s Something About Mary co-writer Ed Decter
1,do n't know if Frailty will turn Bill Paxton into an A-list director
1,when she should be building suspense
2,giggly little story
2,the oddest and
2,American Dream
4,with plenty of entertainment value
3,a meditation on the deep deceptions of innocence
2,savour
3,turning one man 's triumph of will into everyman 's romance comedy
1,faked
2,like one
2,nothing remotely topical or sexy
2,Lonely Boy
1,Viewers of Barney 's crushingly self-indulgent spectacle
2,share her one-room world for a while
2,should be most in the mind of the killer
1,shave ice without the topping
1,rank
2,strike
2,Every sequel
2,Under Siege 3
1,oo many of these gross out scenes
2,film noir movie
2,Four Weddings and
3,the darling of many a kids-and-family-oriented cable channel
2,possesses its own languorous charm
2,a prism
3,a solid movie about people whose lives are anything but
2,S1M0NE
2,its undoing
2,shout
2,as many subplots
2,a watercolor background
1,appeal to those without much interest in the Elizabethans -LRB- as well as rank frustration from those in the know about Rubbo 's dumbed-down tactics -RRB-
2,ca n't handle the truth '' than High Crimes
2,goes nowhere
3,create some episodes that rival vintage Looney Tunes for the most creative mayhem in a brief amount of time
2,the uninitiated
2,outs
2,classy in a '60s
0,fall fast asleep
2,Oedekerk
2,a suitcase full of easy answers
1,a few cheap shocks
3,the pre-teen crowd
2,have ever seen
3,an act of spiritual faith
1,be madcap farce
3,create something original
2,a comedy or serious drama
2,from the Girls ' big-screen blowout
3,Another trumpet blast that there may be a New Mexican Cinema a-bornin ' . '
2,the expected flair or
1,is very slow -LRB- for obvious reasons -RRB-
1,to Jimmy 's relentless anger
2,whip life
4,blazingly alive and admirable on many levels
2,An exhausting family drama about a porcelain empire and just as hard a flick as its subject matter .
1,tragic deaths
1,self-deprecating stammers
2,striking a blow
2,aspects
2,Cinematic pyrotechnics
2,for the 100-minute running time
2,produced this project ...
2,Chelsea
2,restage
1,as the way Adam Sandler 's new movie rapes
1,McGrath
1,when you wish that the movie had worked a little harder to conceal its contrivances
2,a hairdo
1,dwindles
2,throwing up his hands
2,to squeeze by on Angelina Jolie 's surprising flair for self-deprecating comedy
2,to those of us
2,he made Swimfan anyway
1,only without much energy or tension
2,the huge stuff in life
3,satire and childhood awakening
2,that ...
3,for the earnest emotional core
2,China 's
3,an admirable reconstruction of terrible events
1,illustrates why the whole is so often less than the sum of its parts in today 's Hollywood
3,Soderbergh faithful
2,regurgitates and waters
4,Holm is terrific as both men and Hjejle quite appealing
1,even more indistinct
1,lift the material from its well-meaning clunkiness
4,open-hearted film
3,: very small children who will be delighted simply to spend more time with familiar cartoon characters .
1,a badly handled screenplay of what is really an amusing concept -- a high-tech tux that transforms its wearer into a superman
4,The writing is clever and the cast is appealing
2,the durable best seller Smart Women
2,central story
2,In a word : No. .
3,expertly plucking tension from quiet
2,with more care
1,its leaden acting
2,hammer home
2,classic romantic comedy
2,whose fate
3,genteel yet decadent
2,matinee
3,of faith just
2,of going where no man has gone before
2,Personally
2,horror genre
4,there is a great deal of fun .
2,a long workout
3,between two gifted performers
3,some of the dramatic conviction that underlies the best of comedies
2,threw medical equipment
2,WWII
1,It 's rare that a movie can be as intelligent as this one is in every regard except its storyline ; everything that 's good is ultimately scuttled by a plot that 's just too boring and obvious
2,twinkly-eyed close-ups and
4,brilliantly constructed work
2,into something
2,exists only
3,83 minute
2,of Gator-bashing
2,Chick cartoon tracts
2,the Cotswolds
2,from floating away
2,#NOM?
2,by James Spader and Maggie Gyllenhaal
2,faced and
2,the opening scenes
1,has done too much
2,for decades
2,walking
0,has already reached its expiration date
3,genuinely moving
2,Copenhagen neighborhood
3,treasure chest
3,eat the whole thing up
1,described as a ghost story gone badly awry .
2,of the players
2,that HIV\/AIDS is far from being yesterday 's news
2,beings
1,The dialogue is very choppy and monosyllabic despite the fact that it is being dubbed .
1,is a gory slash-fest
2,Although the film boils down to a lightweight story about matchmaking
2,the corporate stand-up-comedy mill
0,do n't get paid enough to sit through crap like this .
2,Donovan ...
2,irreverent
3,for great cinema
1,a pretentious and ultimately empty examination of a sick and evil woman .
1,loses all bite on the big screen
2,is so pedestrian
1,distorts reality for people who make movies and watch them
3,beautifully costumed
2,some of those
3,quibble with a flick boasting this many genuine cackles
3,A sly dissection
1,in the worst sense of the expression
2,some -LRB- out-of-field -RRB-
4,distinguished and thoughtful film
3,'ll cheer .
1,than sketches ... which leaves any true emotional connection or identification frustratingly out of reach
1,A ` Girls Gone Wild ' video
2,of watching this 65-minute trifle
0,pull his head out of his butt
2,Charles
2,myopic mystery
2,get this thing
2,are just too many characters saying too many clever things and getting into too many pointless situations .
0,'s nothing remotely triumphant about this motion picture .
3,Candid
3,powerful and reasonably fulfilling gestalt
2,in all its forms
3,the film has in Kieran Culkin a pitch-perfect Holden .
2,89
2,a two-way time-switching myopic mystery
0,a failure as straight drama
2,here and there
2,lowbrow outing
2,little puddle
2,vehicle
2,There 's much tongue in cheek in the film and
2,Fairies
2,any shivers
2,than people
3,delivered in grand passion by the members of the various households
2,underwater ghost stories
2,exploring motivation
2,than the first one
0,An uneven look into a grim future that does n't come close to the level of intelligence and visual splendour that can be seen in other films
2,is easier to swallow than Julie Taymor 's preposterous Titus
3,idealism
1,without any more substance ...
2,the Bermuda Triangle
3,possibly will enjoy it
2,the two-drink-minimum crowd
3,enjoyed it just
1,'s extremely hard to relate to any of the characters
3,with humour and lightness
0,should scare any sane person away
2,ca n't tear himself away from the characters
2,brought something fresher to the proceedings simply by accident
2,works on the whodunit level as its larger themes
1,is about as humorous as watching your favorite pet get buried alive .
2,diction
2,Cassavetes
1,is broken by frequent outbursts of violence and noise .
2,know something terrible is going to happen .
3,the love of family
1,'s got to be a more graceful way of portraying the devastation of this disease
1,bland Hollywood romance
1,if it had just gone that one step further
2,physical and psychological barriers keep the sides from speaking even one word to each other
2,more important
1,it 's also not very good .
2,girl-on-girl
2,Boyz
2,let
4,Promises is one film that 's truly deserving of its Oscar nomination .
1,is supposed to be madcap farce .
2,no substitute
2,of Carmen
2,exalts
0,had to sit through it again
1,not enough fizz
2,A bit too derivative to stand on its own as the psychological thriller it purports to be .
